0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;23,6745;2957,76;9,0634;240;4,7279;2956,39;8,3186;240;2,3596;2954,66;7,9962;240;1,5701;2952,92;7,8066;240;1,1753;2951,17;7,6712;240;0,7806;2947,61;7,4789;240;0,5831;2943,99;7,3408;240;0,4647;2940,31;7,2324;240;0,3857;2936,57;7,1427;240;0,3292;2932,77;7,0659;240;0,2869;2928,9;6,9985;240;0,2539;2924,97;6,9383;240;0,2276;2920,98;6,8837;240;0,18;2910,7;6,7652;240;0,1483;2900;6,6649;240;0,1256;2888,85;6,5767;240;0,1085;2877,21;6,4972;240;0,0844;2852,28;6,3555;240;0,0682;2824,56;6,2275;240;0,001229;1037,54;2,7016;240;0,0012282;1037,58;2,7005;240;0,001228;1037,63;2,6994;240;0,0012266;1037,68;2,6983;240;0,001225;1037,79;2,6961;240;0,0012235;1037,9;2,6939;240;0,001222;1038,03;2,6918;240;0,0012205;1038,16;2,6897;240;0,001219;1038,3;2,6876;240;0,0012161;1038,61;2,6834;240;0,0012132;1038,95;2,6794
250;24,1365;2977,45;9,1014;250;4,8207;2976,16;8,3568;250;2,4062;2974,54;8,0346;250;1,6013;2972,9;7,8451;250;1,1989;2971,26;7,71;250;0,7965;2967,93;7,5181;250;0,5952;2964,56;7,3805;250;0,4744;2961,13;7,2726;250;0,3939;2957,65;7,1834;250;0,3364;2954,12;7,1071;250;0,2932;2950,54;7,0403;250;0,2596;2946,91;6,9806;250;0,2327;2943,22;6,9266;250;0,1843;2933,77;6,8098;250;0,152;2923,96;6,7111;250;0,1289;2913,79;6,6248;250;0,1115;2903,23;6,5474;250;0,087;2880,86;6,4106;250;0,0706;2856,55;6,2893;250;0,0588;2829,73;6,1765;250;0,0012514;1085,69;2,7933;250;0,001251;1085,67;2,7921;250;0,0012496;1085,66;2,7909;250;0,0012478;1085,65;2,7885;250;0,001246;1085,65;2,7861;250;0,0012443;1085,66;2,7837;250;0,0012426;1085,68;2,7814;250;0,0012409;1085,72;2,7791;250;0,0012375;1085,81;2,7745;250;0,0012343;1085,95;2,7701
260;24,5985;2997,19;9,1388;260;4,9134;2995,97;8,3943;260;2,4528;2994,45;8,0723;260;1,6326;2992,91;7,883;260;1,2224;2991,37;7,7481;260;0,8123;2988,25;7,5566;260;0,6072;2985,09;7,4194;260;0,4841;2981,88;7,3119;260;0,4021;2978,64;7,2231;260;0,3434;2975,35;7,1473;260;0,2995;2972,02;7,081;260;0,2653;2968,65;7,0218;260;0,2379;2965,23;6,9683;260;0,1886;2956,49;6,8528;260;0,1556;2947,45;6,7556;260;0,1321;2938,12;6,6709;260;0,1144;2928,47;6,5952;260;0,0896;2908,19;6,4624;260;0,0729;2886,42;6,3458;260;0,0609;2862,9;6,2393;260;0,0518;2837,19;6,1384;260;0,0446;2808,6;6,0397;260;0,0012751;1134,77;2,8839;260;0,001273;1134,61;2,8812;260;0,001271;1134,47;2,8785;260;0,0012689;1134,34;2,8759;260;0,001267;1134,23;2,8733;260;0,001265;1134,13;2,8708;260;0,0012612;1133,97;2,8657;260;0,0012574;1133,86;2,8608
280;25,5223;3036,84;9,2118;280;5,0988;3035,76;8,4676;280;2,5459;3034,4;8,1458;280;1,6949;3033,03;7,9569;280;1,2694;3031,66;7,8223;280;0,8439;3028,89;7,6314;280;0,6311;3026,1;7,4949;280;0,5034;3023,28;7,3881;280;0,4183;3020,42;7,3001;280;0,3575;3017,54;7,225;280;0,3119;3014,63;7,1594;280;0,2764;3011,68;7,101;280;0,248;3008,71;7,0484;280;0,1969;3001,14;6,935;280;0,1628;2993,37;6,8402;280;0,1384;2985,39;6,758;280;0,12;2977,21;6,685;280;0,0944;2960,16;6,5581;280;0,0772;2942,16;6,4485;280;0,0648;2923,11;6,3502;280;0,0555;2902,88;6,2594;280;0,0482;2881,29;6,1737;280;0,0423;2858,08;6,0909;280;0,0332;2805,25;5,9276;280;0,0013307;1236,34;3,0661;280;0,0013278;1235,81;3,0627;280;0,0013249;1235,3;3,0594;280;0,0013222;1234,82;3,0561;280;0,0013168;1233,94;3,0498;280;0,0013117;1233,15;3,0436
300;26,446;3076,73;9,2827;300;5,2841;3075,76;8,5386;300;2,6389;3074,54;8,2171;300;1,7571;3073,31;8,0284;300;1,3162;3072,08;7,894;300;0,8753;3069,61;7,7037;300;0,6549;3067,11;7,5677;300;0,5226;3064,6;7,4614;300;0,4344;3062,06;7,374;300;0,3714;3059,5;7,2995;300;0,3242;3056,92;7,2345;300;0,2874;3054,32;7,1768;300;0,258;3051,7;7,1247;300;0,205;3045,05;7,013;300;0,1697;3038,27;6,9199;300;0,1445;3031,33;6,8396;300;0,1255;3024,25;6,7685;300;0,0989;3009,63;6,646;300;0,0812;2994,35;6,5412;300;0,0685;2978,38;6,4484;300;0,0589;2961,65;6,3638;300;0,0514;2944,1;, 6,2852;300;0,0453;2925,64;6,2109;300;0,0362;2885,49;6,0702;300;0,0295;2839,83;5,9335;300;0,0243;2786,38;5,7935;300;0,0014018;1344,27;3,2529;300;0,0013975;1343,1;3,2484;300;0,0013892;1340,93;3,2397;300;0,0013814;1338,97;3,2315
320;27,3696;3116,87;9,3515;320;5,4693;3115,99;8,6076;320;2,7318;3114,89;8,2863;320;1,8192;3113,78;8,0978;320;1,363;3112,67;7,9636;320;0,9067;3110,43;7,7737;320;0,6786;3108,19;7,6381;320;0,5417;3105,93;7,5323;320;0,4504;3103,65;7,4453;320;0,3852;3101,36;7,3713;320;0,3363;3099,05;7,3068;320;0,2983;3096,73;7,2495;320;0,2678;3094,4;7,1979;320;0,2131;3088,49;7,0875;320;0,1765;3082,48;6,9957;320;0,1504;3076,37;6,9168;320;0,1308;3070,16;6,8472;320;0,1034;3057,4;6,7279;320;0,085;3044,18;6,6267;320;0,0719;3030,49;6,5377;320;0,062;3016,28;6,4575;320;0,0543;3001,52;6,3837;320;0,0481;2986,18;6,3148;320;0,0388;2953,55;6,187;320;0,032;2917,86;6,0674;320;0,0268;2878,35;5,9514;320;0,0227;2833,89;5,8348;320;0,0193;2782,66;5,7131;320;0,001493;1460,31;3,4444;320;0,001479;1455,87;3,4319
340;28,2932;3157,26;9,4185;340;5,6544;3156,46;8,6747;340;2,8246;3155,45;8,3536;340;1,8813;3154,44;8,1652;340;1,4097;3153,43;8,0312;340;0,938;3151,41;7,8417;340;0,7022;3149,37;7,7064;340;0,5607;3147,32;7,601;340;0,4663;3145,27;7,5143;340;0,3989;3143,2;7,4407;340;0,3484;3141,12;7,3765;340;0,3091;3139,03;7,3196;340;0,2776;3136,93;7,2685;340;0,221;3131,63;7,159;340;0,1832;3126,25;7,0683;340;0,1563;3120,81;6,9905;340;0,136;3115,28;6,9221;340;0,1077;3104,01;6,8052;340;0,0887;3092,4;6,7066;340;0,0752;3080,45;6,6206;340;0,065;3068,14;6,5435;340;0,0571;3055,45;6,4732;340;0,0507;3042,36;6,408;340;0,0411;3014,89;6,2887;340;0,0342;2985,5;6,1796;340;0,029;2953,87;6,0766;340;0,0249;2919,58;5,9769;340;0,0215;2882,06;5,878;340;0,0162;2793,47;5,6725;340;0,012;2672,38;5,4291
350;28,755;3177,54;9,4513;350;5,747;3176,78;8,7076;350;2,871;3175,82;8,3865;350;1,9123;3174,86;8,1983;350;1,433;3173,89;8,0643;350;0,9536;3171,96;7,8749;350;0,7139;3170,01;7,7398;350;0,5701;3168,06;7,6345;350;0,4743;3166,1;7,548;350;0,4058;3164,13;7,4745;350;0,3544;3162,15;7,4106;350;0,3145;3160,16;7,3538;350;0,2825;3158,16;7,3028;350;0,2249;3153,13;7,1938;350;0,1866;3148,03;7,1035;350;0,1592;3142,87;7,0262;350;0,1386;3137,64;6,9582;350;0,1098;3126,99;6,8424;350;0,0906;3116,06;6,7449;350;0,0768;3104,84;6,6601;350;0,0665;3093,32;6,5843;350;0,0584;3081,47;6,5153;350;0,052;3069,29;6,4515;350;0,0423;3043,86;6,3356;350;0,0353;3016,85;6,2303;350;0,03;2988,06;6,1319;350;0,0258;2957,22;6,0378;350;0,0224;2923,96;5,9458;350;0,0172;2848,01;5,7607;350;0,0132;2752,92;5,5595
360;29,2167;3197,89;9,4837;360;5,8395;3197,16;8,74;360;2,9173;3196,24;8,419;360;1,9433;3195,32;8,2308;360;1,4563;3194,4;8,097;360;0,9692;3192,55;7,9077;360;0,7257;3190,69;7,7728;360;0,5796;3188,83;7,6676;360;0,4822;3186,96;7,5812;360;0,4126;3185,08;7,5079;360;0,3604;3183,19;7,4441;360;0,3198;3181,3;7,3875;360;0,2873;3179,39;7,3366;360;0,2289;3174,6;7,228;360;0,1899;3169,75;7,1381;360;0,162;3164,85;7,0612;360;0,1411;3159,89;6,9937;360;0,1119;3149,81;6,8787;360;0,0924;3139,49;6,7822;360;0,0784;3128,92;6,6984;360;0,0679;3118,1;6,6237;360;0,0597;3107;6,5559;360;0,0532;3095,62;6,4934;360;0,0433;3071,96;6,3803;360;0,0363;3046,99;6,2783;360;0,0309;3020,57;6,1837;360;0,0267;2992,53;6,094;360;0,0233;2962,61;6,0073;360;0,0181;2895,87;5,8369;360;0,0142;2816,39;5,6605
380;30,1402;3238,79;9,5473;380;6,0245;3238,11;8,8037;380;3,0101;3237,27;8,4828;380;2,0052;3236,43;8,2947;380;1,5028;3235,58;8,161;380;1,0004;3233,89;7,972;380;0,7492;3232,18;7,8373;380;0,5985;3230,48;7,7323;380;0,498;3228,77;7,6463;380;0,4262;3227,05;7,5732;380;0,3724;3225,33;7,5096;380;0,3305;3223,6;7,4532;380;0,297;3221,86;7,4026;380;0,2367;3217,5;7,2947;380;0,1965;3213,09;7,2055;380;0,1678;3208,65;7,1293;380;0,1462;3204,16;7,0625;380;0,116;3195,07;6,9491;380;0,0959;3185,8;6,8542;380;0,0815;3176,35;6,7721;380;0,0707;3166,71;6,6993;380;0,0623;3156,88;6,6335;380;0,0556;3146,83;6,5731;380;0,0454;3126,1;6,4645;380;0,0382;3104,44;6,3677;380;0,0327;3081,79;6,2789;380;0,0284;3058,05;6,1959;380;0,025;3033,11;6,117;380;0,0197;2979,09;5,9664;380;0,0159;2918,26;5,819
400;31,0636;3279,94;9,6093;400;6,2095;3279,32;8,8658;400;3,1027;3278,54;8,5451;400;2,0671;3277,76;8,3571;400;1,5493;3276,98;8,2235;400;1,0315;3275,42;8,0346;400;0,7726;3273,86;7,9001;400;0,6173;3272,29;7,7954;400;0,5137;3270,72;7,7095;400;0,4398;3269,14;7,6366;400;0,3843;3267,56;7,5733;400;0,3411;3265,98;7,5172;400;0,3066;3264,39;7,4668;400;0,2444;3260,39;7,3594;400;0,203;3256,37;7,2708;400;0,1734;3252,31;7,1951;400;0,1512;3248,23;7,129;400;0,1201;3239,96;7,0168;400;0,0994;3231,57;6,9233;400;0,0846;3223,04;6,8426;400;0,0734;3214,37;6,7712;400;0,0648;3205,56;6,7069;400;0,0578;3196,59;6,6481;400;0,0474;3178,18;6,5431;400;0,04;3159,1;6,4501;400;0,0343;3139,31;6,3657;400;0,03;3118,75;6,2875;400;0,0264;3097,38;6,2139;400;0,0211;3051,9;6,0762;400;0,0172;3002,23;5,9457
420;31,987;3321,35;9,6699;420;6,3944;3320,78;8,9265;420;3,1954;3320,06;8,6059;420;2,129;3319,34;8,418;420;1,5958;3318,62;8,2844;420;1,0626;3317,18;8,0957;420;0,796;3315,74;7,9614;420;0,6361;3314,29;7,8569;420;0,5294;3312,84;7,7712;420;0,4533;3311,39;7,6985;420;0,3961;3309,93;7,6353;420;0,3517;3308,47;7,5794;420;0,3162;3307,01;7,5292;420;0,2522;3303,33;7,4222;420;0,2095;3299,64;7,3341;420;0,179;3295,92;7,259;420;0,1562;3292,18;7,1933;420;0,1242;3284,63;7,0822;420;0,1028;3276,97;6,9897;420;0,0876;3269,22;6,9102;420;0,0761;3261,36;6,84;420;0,0672;3253,39;6,7769;420;0,0601;3245,31;6,7194;420;0,0494;3228,79;6,6171;420;0,0417;3211,77;6,5272;420;0,0359;3194,23;6,4461;420;0,0314;3176,13;6,3715;420;0,0278;3157,45;6,3019;420;0,0224;3118,19;6,1733;420;0,0185;3076,14;6,0539
440;32,9103;3363,03;9,7292;440;6,5793;3362,49;8,9859;440;3,2879;3361,83;8,6653;440;2,1908;3361,16;8,4774;440;1,6423;3360,5;8,344;440;1,0937;3359,17;8,1554;440;0,8194;3357,83;8,0213;440;0,6548;3356,49;7,9169;440;0,5451;3355,15;7,8314;440;0,4668;3353,81;7,7588;440;0,408;3352,46;7,6958;440;0,3623;3351,11;7,64;440;0,3257;3349,76;7,59;440;0,2599;3346,37;7,4834;440;0,216;3342,96;7,3957;440;0,1846;3339,53;7,321;440;0,1611;3336,09;7,2558;440;0,1282;3329,15;7,1455;440;0,1062;3322,14;7,054;440;0,0905;3315,04;6,9753;440;0,0787;3307,87;6,9061;440;0,0696;3300,61;6,8441;440;0,0622;3293,27;6,7877;440;0,0512;3278,31;6,6876;440;0,0434;3262,98;6,6;440;0,0375;3247,26;6,5215;440;0,0328;3231,13;6,4497;440;0,0291;3214,57;6,3831;440;0,0236;3180,07;6,2613;440;0,0196;3143,61;6,1499
450;33,372;3383,96;9,7584;450;6,6718;3383,45;9,015;450;3,3342;3382,81;8,6945;450;2,2217;3382,17;8,5067;450;1,6655;3381,53;8,3733;450;1,1092;3380,25;8,1848;450;0,8311;3378,96;8,0507;450;0,6642;3377,67;7,9464;450;0,553;3376,38;7,8609;450;0,4735;3375,08;7,7884;450;0,4139;3373,79;7,7255;450;0,3675;3372,49;7,6698;450;0,3304;3371,19;7,6198;450;0,2637;3367,93;7,5135;450;0,2192;3364,65;7,4259;450;0,1874;3361,36;7,3514;450;0,1635;3358,05;7,2863;450;0,1301;3351,39;7,1765;450;0,1079;3344,66;7,0853;450;0,092;3337,86;7,0071;450;0,08;3330,99;6,9383;450;0,0708;3324,05;6,8767;450;0,0633;3317,03;6,8208;450;0,0522;3302,76;6,7216;450;0,0442;3288,17;6,6351;450;0,0382;3273,23;6,5577;450;0,0335;3257,94;6,4871;450;0,0298;3242,28;6,4217;450;0,0242;3209,77;6,3027;450;0,0201;3175,6;6,1945
460;33,8336;3404,97;9,7872;460;6,7642;3404,48;9,0439;460;3,3805;3403,86;8,7234;460;2,2526;3403,24;8,5356;460;1,6887;3402,62;8,4022;460;1,1247;3401,39;8,2138;460;0,8428;3400,15;8,0798;460;0,6736;3398,9;7,9756;460;0,5608;3397,66;7,8901;460;0,4802;3396,41;7,8177;460;0,4198;3395,16;7,7548;460;0,3728;3393,91;7,6992;460;0,3352;3392,66;7,6493;460;0,2675;3389,52;7,5431;460;0,2224;3386,37;7,4558;460;0,1902;3383,2;7,3814;460;0,166;3380,02;7,3165;460;0,1321;3373,62;7,207;460;0,1096;3367,16;7,1162;460;0,0934;3360,63;7,0384;460;0,0813;3354,05;6,97;460;0,0719;3347,4;6,9088;460;0,0644;3340,68;6,8532;460;0,0531;3327,05;6,755;460;0,045;3313,13;6,6694;460;0,0389;3298,91;6,5929;460;0,0342;3284,38;6,5234;460;0,0304;3269,53;6,4591;460;0,0247;3238,81;6,3425;460;0,0206;3206,66;6,2371
480;34,7569;3447,19;9,844;480;6,949;3446,73;9,1008;480;3,4731;3446,15;8,7803;480;2,3144;3445,58;8,5926;480;1,7351;3445;8,4593;480;1,1557;3443,85;8,271;480;0,8661;3442,69;8,1371;480;0,6923;3441,54;8,0329;480;0,5764;3440,38;7,9476;480;0,4936;3439,22;7,8753;480;0,4316;3438,06;7,8126;480;0,3833;3436,9;7,7571;480;0,3447;3435,74;7,7073;480;0,2751;3432,82;7,6014;480;0,2288;3429,9;7,5143;480;0,1957;3426,96;7,4403;480;0,1708;3424,01;7,3757;480;0,1361;3418,08;7,2668;480;0,1129;3412,1;7,1767;480;0,0963;3406,08;7,0995;480;0,0839;3400,01;7,0318;480;0,0742;3393,89;6,9713;480;0,0665;3387,71;6,9165;480;0,0549;3375,21;6,8198;480;0,0466;3362,48;6,7358;480;0,0404;3349,53;6,6611;480;0,0355;3336,33;6,5933;480;0,0316;3322,89;6,531;480;0,0258;3295,25;6,4185;480;0,0216;3266,54;6,3177
500;35,6802;3489,67;9,8997;500;7,1339;3489,24;9,1565;500;3,5656;3488,71;8,8361;500;2,3762;3488,17;8,6484;500;1,7814;3487,64;8,5151;500;1,1867;3486,56;8,3269;500;0,8894;3485,49;8,1931;500;0,7109;3484,41;8,0891;500;0,592;3483,33;8,0039;500;0,507;3482,25;7,9317;500;0,4433;3481,17;7,869;500;0,3938;3480,09;7,8136;500;0,3541;3479;7,764;500;0,2827;3476,29;7,6583;500;0,2352;3473,57;7,5716;500;0,2012;3470,83;7,4978;500;0,1757;3468,09;7,4335;500;0,14;3462,59;7,3251;500;0,1162;3457,04;7,2356;500;0,0992;3451,46;7,159;500;0,0864;3445,84;7,0919;500;0,0765;3440,18;7,032;500;0,0686;3434,48;6,9778;500;0,0567;3422,95;6,8824;500;0,0482;3411,25;6,7997;500;0,0418;3399,37;6,7264;500;0,0368;3387,31;6,6601;500;0,0328;3375,06;6,5993;500;0,0268;3349,97;6,4902;500;0,0225;3324,06;6,3931
520;36,6034;3532,44;9,9543;520;7,3187;3532,04;9,2111;520;3,6581;3531,53;8,8907;520;2,4379;3531,03;8,7031;520;1,8278;3530,53;8,5699;520;1,2177;3529,53;8,3818;520;0,9126;3528,52;8,2481;520;0,7296;3527,52;8,1442;520;0,6076;3526,51;8,0591;520;0,5204;3525,5;7,987;520;0,4551;3524,49;7,9244;520;0,4042;3523,48;7,8691;520;0,3635;3522,47;7,8195;520;0,2903;3519,94;7,7141;520;0,2415;3517,4;7,6275;520;0,2066;3514,85;7,554;520;0,1805;3512,3;7,4899;520;0,1439;3507,17;7,3821;520;0,1195;3502,01;7,293;520;0,102;3496,82;7,2169;520;0,089;3491,6;7,1503;520;0,0788;3486,34;7,091;520;0,0706;3481,06;7,0373;520;0,0584;3470,39;6,9429;520;0,0497;3459,59;6,8614;520;0 ,0431;3448,64;6,7893;520;0,038;3437,55;6,7243;520;0,034;3426,31;6,6648;520;0,0278;3403,37;6,5584;520;0,0235;3379,81;6,4643
540;37,5267;3575,48;10,0079;540;7,5035;3575,1;9,2648;540;3,7506;3574,63;8,9444;540;2,4996;3574,16;8,7568;540;1,8741;3573,69;8,6236;540;1,2486;3572,75;8,4356;540;0,9359;3571,81;8,302;540;0,7483;3570,87;8,1981;540;0,6232;3569,93;8,1131;540;0,5338;3568,99;8,0411;540;0,4668;3568,04;7,9786;540;0,4147;3567,1;7,9234;540;0,373;3566,15;7,8739;540;0,2979;3563,78;7,7687;540;0,2479;3561,41;7,6823;540;0,2121;3559,03;7,609;540;0,1853;3556,64;7,5451;540;0,1478;3551,85;7,4377;540;0,1227;3547,04;7,3491;540;0,1049;3542,2;7,2734;540;0,0915;3537,34;7,2073;540;0,081;3532,45;7,1484;540;0,0727;3527,54;7,0952;540;0,0602;3517,63;7,0018;540;0,0512;3507,61;6,9212;540;0,0445;3497,48;6,8501;540;0,0393;3487,23;6,7861;540;0,0351;3476,87;6,7277;540;0,0288;3455,78;6,6237;540;0,0243;3434,2;6,532
550;37,9883;3597,1;10,0343;550;7,5959;3596,74;9,2912;550;3,7968;3596,28;8,9709;550;2,5305;3595,83;8,7833;550;1,8973;3595,37;8,6501;550;1,2641;3594,46;8,4622;550;0,9475;3593,55;8,3286;550;0,7576;3592,64;8,2247;550;0,6309;3591,73;8,1398;550;0,5405;3590,82;8,0678;550;0,4726;3589,9;8,0053;550;0,4199;3588,99;7,9501;550;0,3777;3588,07;7,9007;550;0,3017;3585,78;7,7956;550;0,251;3583,49;7,7093;550;0,2148;3581,18;7,6361;550;0,1877;3578,88;7,5723;550;0,1497;3574,24;7,4651;550;0,1244;3569,59;7,3767;550;0,1063;3564,92;7,3012;550;0,0927;3560,22;7,2353;550;0,0821;3555,5;7,1765;550;0,0737;3550,75;7,1235;550;0,061;3541,19;7,0306;550;0,052;3531,53;6,9505;550;0,0452;3521,77;6,8798;550;0,0399;3511,91;6,8163;550;0,0357;3501,94;6,7584;550;0,0293;3481,68;6,6553;550;0,0248;3460,99;6,5648
560;38,4499;3618,79;10,0605;560;7,6882;3618,44;9,3174;560;3,843;3618;8,9971;560;2,5613;3617,56;8,8096;560;1,9204;3617,12;8,6764;560;1,2796;3616,24;8,4885;560;0,9591;3615,36;8,3549;560;0,7669;3614,48;8,2511;560;0,6387;3613,59;8,1662;560;0,5472;3612,71;8,0942;560;0,4785;3611,82;8,0318;560;0,4251;3610,94;7,9766;560;0,3824;3610,05;7,9272;560;0,3054;3607,83;7,8222;560;0,2542;3605,61;7,736;560;0,2176;3603,38;7,6629;560;0,1901;3601,15;7,5992;560;0,1516;3596,67;7,4922;560;0,126;3592,17;7,4039;560;0,1077;3587,65;7,3287;560;0,0939;3583,11;7,2629;560;0,0833;3578,55;7,2044;560;0,0747;3573,96;7,1516;560;0,0619;3564,73;7,059;560;0,0527;3555,41;6,9793;560;0,0458;3546;6,9091;560;0,0405;3536,49;6,846;560;0,0362;3526,9;6,7885;560;0,0298;3507,41;6,6864;560;0,0252;3487,54;6,5968
580;39,3731;3662,39;10,1122;580;7,873;3662,06;9,3691;580;3,9355;3661,65;9,0489;580;2,623;3661,23;8,8614;580;1,9667;3660,82;8,7282;580;1,3105;3659,99;8,5404;580;0,9824;3659,17;8,4069;580;0,7855;3658,34;8,3031;580;0,6542;3657,51;8,2183;580;0,5605;3656,68;8,1464;580;0,4902;3655,85;8,084;580;0,4355;3655,02;8,0289;580;0,3917;3654,19;7,9795;580;0,313;3652,1;7,8747;580;0,2605;3650,02;7,7887;580;0,223;3647,93;7,7157;580;0,1949;3645,84;7,6522;580;0,1555;3641,64;7,5455;580;0,1292;3637,42;7,4576;580;0,1105;3633,19;7,3827;580;0,0964;3628,93;7,3172;580;0,0855;3624,67;7,2591;580;0,0767;3620,38;7,2066;580;0,0636;3611,76;7,1148;580;0,0542;3603,06;7,0358;580;0,0472;3594,29;6,9663;580;0,0417;3585,44;6,904;580;0,0373;3576,52;6,8474;580;0,0307;3558,45;6,7469;580;0,026;3540,06;6,6591
600;40,2963;3706,27;10,1631;600;8,0578;3705,96;9,42;600;4,0279;3705,57;9,0998;600;2,6847;3705,18;8,9123;600;2,013;3704,79;8,7792;600;1,3414;3704,02;8,5914;600;1,0056;3703,24;8,4579;600;0,8041;3702,46;8,3543;600;0,6698;3701,68;8,2694;600;0,5738;3700,9;8,1976;600;0,5019;3700,12;8,1353;600;0,4459;3699,34;8,0803;600;0,4011;3698,56;8,0309;600;0,3205;3696,6;7,9263;600;0,2668;3694,64;7,8404;600;0,2284;3692,68;7,7675;600;0,1996;3690,71;7,7042;600;0,1593;3686,76;7,5978;600;0,1324;3682,81;7,5102;600;0,1133;3678,83;7,4356;600;0,0989;3674,85;7,3704;600;0,0877;3670,85;7,3126;600;0,0787;3666,83;7,2604;600;0,0653;3658,76;7,1692;600;0,0557;3650,62;7,0909;600;0,0485;3642,42;7,0221;600;0,0429;3634,16;6,9605;600;0,0384;3625,84;6,9045;600;0,0317;3609,02;6,8055;600;0,0268;3591,94;6,7192
